,Winner,Team1,Team2,Team1_Score,Team2_Score,Map
507,Isurus,Isurus,9z,16,0,Dust2
508,Sons of Scoots,9z,Sons of Scoots,16,7,Nuke
509,Inflames,Inflames,9z,16,10,Overpass
510,9z,9z,Isurus,2,16,Overpass
511,9z,Sinisters,9z,14,16,Dust2
512,9z,9z,Inflames,3,16,Inferno
513,9z,Rejected,9z,14,16,Overpass
514,Furious,9z,Furious,16,7,Mirage
515,9z,Rejected,9z,14,16,Inferno
516,Malvinas,9z,Malvinas,14,16,Overpass
517,9z,Malvinas,9z,16,7,Overpass
518,9z,9z,Sinisters,16,12,Overpass
519,Malvinas,Malvinas,9z,16,12,Inferno
520,Rejected,9z,Rejected,13,16,Mirage
521,Atrapa2,Atrapa2,9z,16,12,Inferno
522,Atrapa2,9z,Atrapa2,14,16,Train
523,Furious,Furious,9z,16,14,Overpass
524,9z,9z,Agressive,16,10,Overpass
525,9z,Hawks,9z,11,16,Inferno
526,Agressive,9z,Agressive,14,16,Dust2
527,Malvinas,Malvinas,9z,16,13,Vertigo
528,Agressive,9z,Agressive,16,6,Train
529,9z,Howl,9z,1,16,Inferno
530,Agressive,9z,Agressive,16,19,Overpass
531,9z,Falkol,9z,12,16,Dust2
532,9z,9z,Hawks,16,1,Train
533,Agressive,Agressive,9z,16,11,Overpass
534,Malvinas,9z,Malvinas,16,6,Inferno
535,Agressive,Agressive,9z,19,17,Dust2
536,9z,9z,Malvinas,16,12,Dust2
537,ex-Intic,ex-Intic,9z,9,16,Inferno
538,Howl,9z,Howl,16,2,Mirage
539,9z,Rejected,9z,13,16,Vertigo
540,9z,9z,Falkol,19,17,Overpass
541,Isurus,Isurus,9z,22,19,Overpass
542,ex-Intic,9z,ex-Intic,16,7,Vertigo
543,Rejected,Rejected,9z,2,16,Inferno
544,9z,9z,Rejected,7,16,Train
545,9z,Nocturns,9z,11,16,Mirage
546,Rejected,9z,Rejected,16,8,Inferno
547,Rysix,Rysix,9z,5,16,Dust2
548,9z,9z,Isurus,9,16,Mirage
549,Sinisters,Sinisters,9z,3,16,Nuke
550,Duck Nutz,9z,Duck Nutz,19,22,Inferno
551,9z,Imperial,9z,17,19,Train
552,9z,9z,Nocturns,19,15,Dust2
553,DETONA Pound,DETONA Pound,9z,5,16,Nuke
554,YeakSa,A Point,YeakSa,16,2,Nuke
555,YeakSa,YeakSa,A Point,5,16,Overpass
556,The Foxes,A Point,The Foxes,11,16,Dust2
557,A Point,The Foxes,A Point,14,16,Overpass
558,Impunity,A Point,Impunity,10,16,Inferno
559,A Point,The Foxes,A Point,13,16,Inferno
560,Darkhorse,A Point,Darkhorse,11,16,Inferno
561,Lucid Dream,Lucid Dream,A Point,16,1,Mirage
562,A Point,A Point,Fallen5,4,16,Overpass
563,A Point,GMCC,A Point,16,4,Overpass
564,A Point,A Point,GTV.Revolution,4,16,Inferno
565,A Point,Bren,A Point,16,6,Inferno
566,m1x,OPAA,m1x,16,6,Overpass
567,Virtus.pro,Virtus.pro,OPAA,22,19,Overpass
568,Wisla Krakow,OPAA,Wisla Krakow,16,8,Inferno
569,Virtus.pro,Virtus.pro,OPAA,16,11,Nuke
570,AA,AA,District 7,16,12,Train
571,AA,Station7,AA,16,5,Mirage
572,AA,AA,New England Whalers,16,11,Inferno
573,District 7,District 7,AA,16,14,Overpass
574,AA,AA,New England Whalers,16,11,Inferno
575,District 7,District 7,AA,3,16,Mirage
576,AA,AA,New England Whalers,16,11,Inferno
577,New England Whalers,New England Whalers,AA,3,16,Mirage
578,AA,AA,New England Whalers,16,11,Inferno
579,New England Whalers,New England Whalers,AA,3,16,Mirage
580,AA,AA,New England Whalers,16,11,Inferno
581,New England Whalers,New England Whalers,AA,3,16,Mirage
582,AA,AA,New England Whalers,16,11,Inferno
583,New England Whalers,New England Whalers,AA,3,16,Mirage
584,AA,AA,New England Whalers,16,11,Inferno
585,New England Whalers,New England Whalers,AA,3,16,Mirage
586,AA,AA,New England Whalers,16,11,Inferno
587,New England Whalers,New England Whalers,AA,3,16,Mirage
588,AA,AA,New England Whalers,16,11,Inferno
589,New England Whalers,New England Whalers,AA,3,16,Mirage
590,AA,AA,New England Whalers,16,11,Inferno
591,New England Whalers,New England Whalers,AA,3,16,Mirage
592,AA,AA,New England Whalers,16,11,Inferno
593,New England Whalers,New England Whalers,AA,3,16,Mirage
594,AA,AA,New England Whalers,16,11,Inferno
595,New England Whalers,New England Whalers,AA,3,16,Mirage
596,AA,AA,Thunder Logic,9,16,Overpass
597,New England Whalers,New England Whalers,AA,3,16,Mirage
598,AA,AA,Yeah,16,12,Train
599,New England Whalers,New England Whalers,AA,3,16,Mirage
600,AA,AA,Station7,16,11,Overpass
601,Thunder Logic,Thunder Logic,AA,9,16,Mirage
602,Station7,AA,Station7,16,2,Dust2
603,Thunder Logic,Thunder Logic,AA,6,16,Dust2
604,AA,AA,Yeah,8,16,Inferno
605,AA,Yeah,AA,16,7,Mirage
606,Yeah,AA,Yeah,16,4,Mirage
607,Yeah,Yeah,AA,16,10,Inferno
608,ETHEREAL,AA,ETHEREAL,12,16,Overpass
609,Station7,Station7,AA,16,12,Mirage
610,ETHEREAL,AA,ETHEREAL,13,16,Dust2
611,AA,Yeah,AA,15,19,Dust2
612,AA,AA,Rebel,16,12,Mirage
613,AA,Yeah,AA,16,8,Overpass
614,AA,AA,Rebel,16,12,Dust2
615,Trivium,Trivium,AA,16,13,Mirage
616,AA,AA,Trivium,9,16,Vertigo
617,AA,ETHEREAL,AA,16,7,Inferno
618,AA,AA,Trivium,16,12,Dust2
619,ETHEREAL,ETHEREAL,AA,9,16,Mirage
620,ETHEREAL,AA,ETHEREAL,16,6,Overpass
621,Keep the Comms Up,Keep the Comms Up,AA,16,14,Dust2
622,AA,AA,Thunder Logic,16,10,Dust2
623,AA,Buffdaddy's Paypal,AA,12,16,Mirage
624,Thunder Logic,AA,Thunder Logic,16,4,Overpass
625,Under 21,Under 21,AA,16,10,Inferno
626,AA,AA,Big Frames,19,16,Mirage
627,Swedish Canadians,Swedish Canadians,AA,16,12,Mirage
628,AGF,AGF,Squared,19,16,Inferno
629,AGF,Squared,AGF,12,16,Overpass
630,Squared,AGF,Squared,14,16,Nuke
631,AGF,Söderberg & Partners,AGF,14,16,Inferno
632,AGF,AGF,Söderberg & Partners,8,16,Train
633,Söderberg & Partners,Söderberg & Partners,AGF,16,14,Dust2
634,Apeks,AGF,Apeks,10,16,Train
635,Apeks,Apeks,AGF,7,16,Nuke
636,SJ,AGF,SJ,16,4,Overpass
637,AGF,Apeks,AGF,13,16,Dust2
638,AGF,AGF,SJ,5,16,Inferno
639,AGF,Akopalipsa,AGF,16,8,Inferno
640,AGF,AGF,SJ,16,13,Nuke
641,GoldenGitte,GoldenGitte,AGF,16,12,Overpass
642,AGF,AGF,STEP,16,11,Inferno
643,Copenhagen Flames,Copenhagen Flames,AGF,16,14,Overpass
644,AGF,AGF,STEP,16,13,Train
645,AGF,Copenhagen Flames,AGF,19,22,Dust2
646,AGF,AGF,Akopalipsa,16,11,Mirage
647,SJ,SJ,AGF,16,14,Inferno
648,Akopalipsa,AGF,Akopalipsa,12,16,Nuke
649,Copenhagen Flames,Copenhagen Flames,AGF,16,11,Dust2
650,GoldenGitte,AGF,GoldenGitte,10,16,Inferno
651,AGF,Copenhagen Flames,AGF,14,16,Mirage
652,Copenhagen Flames,AGF,Copenhagen Flames,11,16,Nuke
653,AGF,Ambush,AGF,17,19,Train
654,Maknitude,AGF,Maknitude,16,5,Overpass
655,AGF,Ambush,AGF,11,16,Dust2
656,Maknitude,AGF,Maknitude,16,9,Nuke
657,Nordavind,Nordavind,AGF,16,1,Nuke
658,AGF,AGF,Copenhagen Flames,5,16,Nuke
659,AGF,ALTERNATE aTTaX,AGF,16,3,Dust2
660,AGF,AGF,Nordavind,4,16,Inferno
661,Lyngby Vikings,Lyngby Vikings,AGF,5,16,Nuke
662,ALTERNATE aTTaX,AGF,ALTERNATE aTTaX,14,16,Inferno
663,AGF,Lyngby Vikings,AGF,14,16,Dust2
664,Lyngby Vikings,AGF,Lyngby Vikings,12,16,Inferno
665,Maknitude,Maknitude,AGF,16,12,Mirage
666,AGF,AGF,Maknitude,7,16,Train
667,Wisla Krakow,Wisla Krakow,AGF,16,14,Nuke
668,AGF,AGF,Wisla Krakow,22,19,Inferno
669,AGF,Wisla Krakow,AGF,13,16,Train
670,AGF,AGF,PACT,4,16,Inferno
671,AGF,PACT,AGF,14,16,Nuke
672,FATE,AGF,FATE,10,16,Train
673,PACT,PACT,AGF,16,14,Dust2
674,Copenhagen Flames,AGF,Copenhagen Flames,16,8,Nuke
675,AGF,FATE,AGF,16,3,Vertigo
676,Sigma,AGF,Sigma,16,8,Overpass
677,AGF,FATE,AGF,10,16,Overpass
678,AGF,AGF,Copenhagen Flames,5,16,Inferno
679,Copenhagen Flames,Copenhagen Flames,AGF,16,13,Train
680,AGF,AGF,AVEZ,9,16,Train
681,AGF,Copenhagen Flames,AGF,16,8,Overpass
682,kinetic,AGF,kinetic,14,16,Inferno
683,AGF,Copenhagen Flames,AGF,16,2,Train
684,AGF,AGF,Sigma,7,16,Train
685,kinetic,kinetic,AGF,5,16,Train
686,AGF,AGF,Sigma,22,18,Inferno
687,AGF,kinetic,AGF,13,16,Mirage
688,AGF,AGF,Heretics,16,14,Inferno
689,Sigma,Sigma,AGF,4,16,Overpass
690,AGF,AGF,Spirit,5,16,Mirage
691,Spirit,Spirit,AGF,16,11,Inferno
692,LDLC,AGF,LDLC,12,16,Train
693,LDLC,LDLC,AGF,9,16,Inferno
694,AGF,AGF,LDLC,16,12,Nuke
695,Ambush,Ambush,AGF,16,14,Train
696,AGO,AGO,expert,16,13,Train
697,expert,expert,AGO,6,16,Inferno
698,AGO,AGO,NeverPlay,16,10,Inferno
699,AGO,ALTERNATE aTTaX,AGO,16,3,Inferno
700,ALTERNATE aTTaX,AGO,ALTERNATE aTTaX,16,6,Overpass
701,AGO,Chaos,AGO,16,8,Overpass
702,AGO,AGO,NeverPlay,8,16,Inferno
703,Chaos,Chaos,AGO,16,14,Cache
704,AGO,AGO,NeverPlay,16,13,Overpass
705,NeverPlay,NeverPlay,AGO,2,16,Mirage
706,3DMAX,AGO,3DMAX,12,16,Inferno
707,3DMAX,3DMAX,AGO,16,13,Overpass
708,x6tence Galaxy,AGO,x6tence Galaxy,12,16,Overpass
709,AGO,x6tence Galaxy,AGO,16,9,Mirage
710,Sprout,AGO,Sprout,10,16,Inferno
711,Sprout,Sprout,AGO,16,13,Cache
712,Vexed,AGO,Vexed,16,2,Overpass
713,Vexed,Vexed,AGO,6,16,Train
714,Red Reserve,AGO,Red Reserve,13,16,Mirage
715,Epsilon,Epsilon,AGO,16,11,Mirage
716,Virtus.pro,AGO,Virtus.pro,14,16,Train
717,expert,expert,AGO,16,10,Cache
718,forZe,AGO,forZe,14,16,Inferno
719,AGO,expert,AGO,11,16,Train
720,Unicorns of Love,AGO,Unicorns of Love,16,6,Overpass
721,Red Reserve,Red Reserve,AGO,3,16,Overpass
722,HAVU,AGO,HAVU,16,5,Mirage
723,HAVU,HAVU,AGO,9,16,Train
724,x6tence Galaxy,AGO,x6tence Galaxy,10,16,Overpass
725,Izako Boars,Izako Boars,AGO,16,13,Mirage
726,ENCE,AGO,ENCE,10,16,Train
727,x6tence Galaxy,x6tence Galaxy,AGO,16,13,Mirage
728,AGO,AGO,expert,16,13,Inferno
729,Vitality,Vitality,AGO,16,11,Cache
730,Vexed,AGO,Vexed,16,9,Inferno
731,AGO,Vexed,AGO,17,19,Overpass
732,LDLC,AGO,LDLC,16,19,Cache
733,AGO,LDLC,AGO,12,16,Inferno
734,AGO,AGO,Movistar Riders,8,16,Inferno
735,AGO,Tricked,AGO,16,9,Mirage
736,AGO,AGO,Tricked,6,16,Inferno
737,Epsilon,Epsilon,AGO,6,16,Train
738,AGO,AGO,Epsilon,16,13,Inferno
739,Valiance,Valiance,AGO,16,13,Train
740,AGO,AGO,Valiance,2,16,Mirage
741,AGO,unknown,AGO,16,9,Overpass
742,unknown,AGO,unknown,14,16,Inferno
743,unknown,unknown,AGO,7,16,Train
744,AGO,AGO,Epsilon,8,16,Inferno
745,AGO,Epsilon,AGO,14,16,Cache
746,Epsilon,AGO,Epsilon,16,7,Train
747,ex-Fragsters,ex-Fragsters,AGO,6,16,Dust2
748,ex-Fragsters,AGO,ex-Fragsters,16,8,Train
749,AGO,NoChance,AGO,16,6,Overpass
750,AGO,AGO,ex-Fragsters,16,10,Dust2
751,NoChance,NoChance,AGO,8,16,Cache
752,AGO,AGO,3DMAX,5,16,Mirage
753,AGO,NoChance,AGO,16,9,Mirage
754,AGO,AGO,HAVU,16,10,Dust2
755,AGO,LDLC,AGO,12,16,Overpass
756,LDLC,AGO,LDLC,16,9,Overpass
757,3DMAX,3DMAX,AGO,7,16,Overpass
758,AGO,AGO,Uruguay,16,12,Mirage
759,AGO,HAVU,AGO,14,16,Cache
760,AGO,AGO,Sprout,16,11,Cache
761,LDLC,LDLC,AGO,6,16,Mirage
762,Sprout,AGO,Sprout,13,16,Inferno
763,AGO,Sprout,AGO,1,16,Cache
764,AGO,AGO,Sprout,2,16,Mirage
765,Valiance,Valiance,AGO,25,21,Cache
766,Spirit,AGO,Spirit,16,5,Mirage
767,AGO,Valiance,AGO,16,6,Dust2
768,Nemiga,AGO,Nemiga,16,8,Overpass
769,AGO,Valiance,AGO,16,7,Cache
770,AGO,AGO,Nemiga,16,13,Inferno
771,Chaos,Chaos,AGO,16,12,Cache
772,Sprout,AGO,Sprout,16,7,Inferno
773,ALTERNATE aTTaX,ALTERNATE aTTaX,AGO,16,11,Cache
774,AGO,AGO,forZe,3,16,Mirage
775,Sprout,Sprout,AGO,8,16,Train
776,MIBR,AGO,MIBR,12,16,Train
777,AGO,forZe,AGO,16,4,Overpass
778,Ukraine,AGO,Ukraine,16,5,Overpass
779,AGO,Vitality,AGO,16,8,Mirage
780,Valiance,AGO,Valiance,13,16,Train
781,AGO,Vitality,AGO,13,16,Cache
782,AGO,AGO,Valiance,16,12,Inferno
783,AGO,Vitality,AGO,16,6,Overpass
784,AGO,AGO,Windigo,16,14,Inferno
785,AGO,MIBR,AGO,16,5,Nuke
786,AGO,AGO,Heroic,7,16,Mirage
787,Ukraine,Ukraine,AGO,9,16,Dust2
788,Heroic,AGO,Heroic,12,16,Overpass
789,Valiance,Valiance,AGO,6,16,Dust2
790,AGO,AGO,pro100,16,13,Inferno
791,AGO,fnatic,AGO,0,16,Inferno
792,Nordavind,AGO,Nordavind,16,8,Train
793,AGO,fnatic,AGO,16,6,Cache
794,Mock-it,AGO,Mock-it,16,8,Inferno
795,AGO,fnatic,AGO,12,16,Nuke
796,AGO,AGO,Valiance,7,16,Nuke
797,Windigo,Windigo,AGO,16,13,Mirage
798,AGO,AGO,Valiance,9,16,Train
799,AGO,Windigo,AGO,16,7,Dust2
800,AGO,AGO,DreamEaters,16,13,Dust2
801,AGO,Heroic,AGO,13,16,Cache
802,AGO,AGO,DreamEaters,22,18,Inferno
803,AGO,forZe,AGO,16,8,Inferno
804,Tricked,AGO,Tricked,14,16,Inferno
805,AGO,Nordavind,AGO,16,5,Vertigo
806,AGO,AGO,Nemiga,16,11,Overpass
807,AGO,Nordavind,AGO,21,25,Inferno
808,Nemiga,AGO,Nemiga,14,16,Nuke
809,AGO,Mock-it,AGO,13,16,Overpass
810,DreamEaters,AGO,DreamEaters,16,9,Nuke
811,AGO,Valiance,AGO,13,16,Inferno
812,AGO,AGO,DreamEaters,8,16,Inferno
813,Tricked,Tricked,AGO,16,10,Train
814,Nemiga,AGO,Nemiga,13,16,Nuke
815,AGO,Nemiga,AGO,16,6,Inferno
816,Nemiga,AGO,Nemiga,19,22,Overpass
817,AGO,Chaos,AGO,13,16,Overpass
818,x-kom,AGO,x-kom,16,7,Mirage
819,Chaos,Chaos,AGO,8,16,Train
820,AGO,AGO,x-kom,16,14,Train
821,DreamEaters,DreamEaters,AGO,19,17,Dust2
822,x-kom,AGO,x-kom,11,16,Overpass
823,AGO,DreamEaters,AGO,16,6,Overpass
824,AGO,AGO,x-kom,4,16,Vertigo
825,devils.one,devils.one,AGO,19,17,Mirage
826,AGO,AGO,HAVU,16,11,Mirage
827,devils.one,devils.one,AGO,16,11,Vertigo
828,Winstrike,AGO,Winstrike,14,16,Mirage
829,AGO,x-kom,AGO,16,19,Train
830,AGO,AGO,Vitality,6,16,Overpass
831,SJ,SJ,AGO,16,11,Train
832,pro100,AGO,pro100,10,16,Inferno
833,HAVU,HAVU,AGO,22,19,Dust2
834,eXtatus,AGO,eXtatus,16,7,Train
835,AGO,HAVU,AGO,12,16,Train
836,eXtatus,AGO,eXtatus,16,9,Mirage
837,Winstrike,Winstrike,AGO,16,11,Overpass
838,Winstrike,AGO,Winstrike,13,16,Mirage
839,Winstrike,Winstrike,AGO,16,13,Vertigo
840,AGO,AGO,Sharks,19,17,Train
841,eXtatus,eXtatus,AGO,7,16,Train
842,Unique,AGO,Unique,16,6,Mirage
843,OFFSET,OFFSET,AGO,7,16,Dust2
844,Unique,AGO,Unique,16,9,Inferno
845,OFFSET,OFFSET,AGO,4,16,Train
846,Chaos,AGO,Chaos,11,16,Overpass
847,AGO,Winstrike,AGO,10,16,Train
848,Chaos,AGO,Chaos,16,9,Inferno
849,Winstrike,Winstrike,AGO,16,12,Dust2
850,AGO,AGO,Copenhagen Flames,6,16,Overpass
851,AGO,Epsilon,AGO,16,2,Overpass
852,AGO,AGO,Copenhagen Flames,16,14,Inferno
853,AGO,Sharks,AGO,11,16,Dust2
854,expert,AGO,expert,16,4,Train
855,Unique,Unique,AGO,19,17,Train
856,AGO,AGO,expert,16,14,Inferno
857,AGO,Chaos,AGO,14,16,Train
858,Chaos,AGO,Chaos,11,16,Overpass
859,AGO,Copenhagen Flames,AGO,16,6,Train
860,AGO,AGO,Sharks,16,11,Inferno
861,STEP,STEP,AGO,16,13,Train
862,ALTERNATE aTTaX,AGO,ALTERNATE aTTaX,16,5,Train
863,AGO,Ancient,AGO,16,9,Dust2
864,PACT,AGO,PACT,14,16,Inferno
865,Spirit,Spirit,AGO,19,16,Dust2
866,HAVU,AGO,HAVU,13,16,Train
867,Virtus.pro,Virtus.pro,AGO,16,14,Overpass
868,AGO,AGO,forZe,16,11,Mirage
869,AGO,Izako Boars,AGO,16,7,Dust2
870,AGO,AGO,HAVU,16,14,Inferno
871,Izako Boars,Izako Boars,AGO,4,16,Overpass
872,FrenchFrogs,AGO,FrenchFrogs,15,19,Mirage
873,AGO,Movistar Riders,AGO,12,16,Inferno
874,AGO,AGO,Vantage,16,12,Overpass
875,AGO,Epsilon,AGO,16,9,Overpass
876,AGO,AGO,Valiance,9,16,Train
877,AGO,ALTERNATE aTTaX,AGO,13,16,Overpass
878,AGO,AGO,Virtus.pro,7,16,Mirage
879,AGO,Tricked,AGO,16,8,Mirage
880,x-kom,AGO,x-kom,16,8,Train
881,Tricked,Tricked,AGO,16,12,Dust2
882,Virtus.pro,AGO,Virtus.pro,10,16,Overpass
883,x-kom,x-kom,AGO,5,16,Dust2
884,Sprout,AGO,Sprout,11,16,Train
885,AGO,Virtus.pro,AGO,16,9,Mirage
886,AGO,AGO,GamerLegion,16,10,Overpass
887,AGO,Virtus.pro,AGO,10,16,Dust2
888,AGO,AGO,AVANGAR,8,16,Train
889,AGO,Virtus.pro,AGO,11,16,Train
890,AGO,AGO,AVANGAR,16,11,Inferno
891,AVANGAR,AVANGAR,AGO,16,13,Dust2
892,AGO,AGO,Izako Boars,16,11,Inferno
893,AGO,Izako Boars,AGO,17,19,Mirage
894,AGO,AGO,Izako Boars,19,15,Inferno
895,AGO,Izako Boars,AGO,16,6,Vertigo
896,Virtus.pro,AGO,Virtus.pro,12,16,Nuke
897,AGO,Izako Boars,AGO,13,16,Train
898,HAVU,AGO,HAVU,12,16,Inferno
899,Virtus.pro,Virtus.pro,AGO,16,11,Inferno
900,AGO,AGO,AVEZ,16,14,Mirage
901,AGO,Nemiga,AGO,11,16,Mirage
902,AGO,AGO,HAVU,3,16,Nuke
903,Nemiga,Nemiga,AGO,16,10,Overpass
904,Japaleno,AGO,Japaleno,11,16,Mirage
905,AGO,Nemiga,AGO,13,16,Inferno
906,Japaleno,AGO,Japaleno,16,6,Mirage
907,HAVU,HAVU,AGO,16,14,Dust2
908,BIG,AGO,BIG,12,16,Nuke
909,AGO,HAVU,AGO,17,19,Train
910,Tricked,AGO,Tricked,16,8,Mirage
911,AGO,AVEZ,AGO,11,16,Dust2
912,AVANGAR,AGO,AVANGAR,14,16,Inferno
913,AGO,HAVU,AGO,11,16,Dust2
914,AGO,AGO,CR4ZY,16,13,Nuke
915,HAVU,HAVU,AGO,16,12,Inferno
916,Virtus.pro,AGO,Virtus.pro,16,9,Inferno
917,Japaleno,Japaleno,AGO,9,16,Dust2
918,KGG,AGO,KGG,16,5,Train
919,Japaleno,Japaleno,AGO,16,14,Inferno
920,AGO,AGO,Wisla Krakow,16,13,Mirage
921,Illuminar,Illuminar,AGO,16,13,Inferno
922,AGO,AGO,Spirit,16,12,Mirage
923,BIG,BIG,AGO,28,25,Dust2
924,AGO,AGO,HAVU,8,16,Nuke
925,Unique,Unique,AGO,16,12,Nuke
926,AGO,AGO,GamerLegion,6,16,Mirage
927,Unique,Unique,AGO,16,14,Dust2
928,PACT,AGO,PACT,1,16,Inferno
929,AGO,Demise,AGO,16,8,Vertigo
930,Movistar Riders,AGO,Movistar Riders,14,16,Inferno
931,AGO,Phoenix,AGO,16,19,Mirage
932,pro100,AGO,pro100,12,16,Train
933,KGG,KGG,AGO,8,16,Nuke
934,PACT,AGO,PACT,16,9,Train
935,Wisla Krakow,Wisla Krakow,AGO,5,16,Nuke
936,AGO,AGO,PACT,9,16,Nuke
937,Illuminar,Illuminar,AGO,19,17,Train
938,AGO,AGO,PACT,16,12,Vertigo
939,Domino,Domino,AGO,5,16,Train
940,AGO,AGO,HAVU,16,11,Nuke
941,Heretics,Heretics,AGO,16,10,Inferno
942,AGO,AGO,HAVU,19,17,Vertigo
943,AGO,forZe,AGO,16,5,Dust2
944,PACT,AGO,PACT,16,2,Nuke
945,AGO,Nemiga,AGO,16,19,Inferno
946,AGO,AGO,SKADE,6,16,Train
947,AGO,Heretics,AGO,11,16,Vertigo
948,AGO,AGO,Virtus.pro,16,12,Nuke
949,PACT,PACT,AGO,16,13,Train
950,AGO,AGO,Virtus.pro,16,12,Vertigo
951,PACT,PACT,AGO,8,16,Dust2
952,ARCY,AGO,ARCY,10,16,Nuke
953,SKADE,SKADE,AGO,16,13,Inferno
954,Illuminar,AGO,Illuminar,16,6,Train
955,AGO,ARCY,AGO,13,16,Vertigo
956,ARCY,AGO,ARCY,16,4,Nuke
957,AGO,ARCY,AGO,14,16,Dust2
958,AGO,AGO,ARCY,9,16,Vertigo
959,Illuminar,Illuminar,AGO,16,12,Vertigo
960,AGO,AGO,ENRAGE,16,10,Mirage
961,AGO,Illuminar,AGO,16,6,Mirage
962,ENRAGE,AGO,ENRAGE,16,9,Nuke
963,ARCY,ARCY,AGO,16,12,Train
964,AGO,AGO,SKADE,16,10,Nuke
965,AGO,Winstrike,AGO,10,16,Dust2
966,SKADE,AGO,SKADE,16,3,Train
967,AGO,Winstrike,AGO,14,16,Inferno
968,AGO,AGO,ARCY,16,13,Nuke
969,AGO,Illuminar,AGO,16,2,Nuke
970,ARCY,AGO,ARCY,16,7,Train
971,ARCY,ARCY,AGO,34,30,Dust2
972,AGO,AGO,Illuminar,16,12,Inferno
973,Wisla Krakow,Wisla Krakow,AGO,16,13,Dust2
974,Illuminar,AGO,Illuminar,12,16,Mirage
975,PACT,PACT,AGO,9,16,Dust2
976,AGO,AGO,Wisla Krakow,19,17,Inferno
977,AGO,SKADE,AGO,15,19,Dust2
978,Wisla Krakow,AGO,Wisla Krakow,13,16,Nuke
979,Nordavind,Nordavind,AGO,6,16,Inferno
980,AGO,AGO,PACT,16,14,Inferno
981,Nordavind,Nordavind,AGO,8,16,Dust2
982,AGO,AGO,SKADE,16,10,Train
983,HAVU,HAVU,AGO,8,16,Train
984,SKADE,AGO,SKADE,11,16,Inferno
985,Winstrike,Winstrike,AGO,8,16,Train
986,HAVU,AGO,HAVU,16,3,Vertigo
987,AGO,Sinners,AGO,13,16,Dust2
988,AGO,AGO,Winstrike,16,12,Nuke
989,AGO,OG,AGO,10,16,Inferno
990,Hard Legion,AGO,Hard Legion,16,5,Inferno
991,G2,G2,AGO,16,12,Mirage
992,AGO,AGO,Hard Legion,16,10,Dust2
993,G2,G2,AGO,16,10,Dust2
994,AGO,AGO,G2,16,14,Vertigo
995,Heroic,Heroic,AGO,3,16,Train
996,Heroic,AGO,Heroic,10,16,Nuke
997,ENCE,ENCE,AGO,16,1,Inferno
998,Heroic,AGO,Heroic,16,5,Vertigo
999,AGO,ENCE,AGO,16,5,Dust2
1000,AGO,AGO,ENCE,16,12,Mirage
1001,SJ,SJ,AGO,6,16,Dust2
1002,AGO,AGO,Sprout,8,16,Mirage
1003,AGO,HAVU,AGO,20,22,Dust2
1004,AGO,AGO,Juggernauts,16,11,Train
1005,Sprout,Sprout,AGO,16,10,Inferno
1006,Sprout,AGO,Sprout,14,16,Mirage
1007,sAw,sAw,AGO,8,16,Dust2
1008,Unicorns of Love,AGO,Unicorns of Love,19,22,Vertigo
1009,Pompa,Pompa,AGO,22,20,Train
1010,AGO,AGO,SMASH,9,16,Mirage
1011,Tricked,Tricked,AGO,16,11,Nuke
1012,AGO,AGO,Tricked,16,10,Vertigo
1013,Gambit Youngsters,Gambit Youngsters,AGO,5,16,Mirage
1014,Tricked,AGO,Tricked,20,22,Train
1015,AGO,Gambit Youngsters,AGO,11,16,Train
1016,AGO,AGO,Gambit Youngsters,3,16,Vertigo
1017,AGO,Nemiga,AGO,12,16,Mirage
1018,Gambit Youngsters,AGO,Gambit Youngsters,13,16,Train
1019,AGO,Nemiga,AGO,13,16,Nuke
1020,AGO,AGO,Gambit Youngsters,8,16,Dust2
1021,AGO,Copenhagen Flames,AGO,16,3,Nuke
1022,AGO,AGO,Copenhagen Flames,8,16,Mirage
1023,Gambit Youngsters,Gambit Youngsters,AGO,16,13,Vertigo
1024,AGO,AGO,Gambit Youngsters,16,12,Train
1025,AGO,Gambit Youngsters,AGO,17,19,Dust2
1026,Copenhagen Flames,AGO,Copenhagen Flames,16,8,Train
1027,AGO,Movistar Riders,AGO,11,16,Vertigo
1028,Copenhagen Flames,AGO,Copenhagen Flames,13,16,Nuke
1029,AGO,Demolition Crew,AGO,16,6,Dust2
1030,Copenhagen Flames,AGO,Copenhagen Flames,16,8,Vertigo
1031,AGO,Japaleno,AGO,13,16,Mirage
1032,AGO,AGO,HellRaisers,16,13,Mirage
1033,PACT,PACT,AGO,9,16,Inferno
1034,AGO,AGO,Sprout,8,16,Nuke
1035,GamerLegion,GamerLegion,AGO,6,16,Inferno
1036,Spirit,AGO,Spirit,16,4,Mirage
1037,AGO,Wisla Krakow,AGO,14,16,Mirage
1038,Singularity,AGO,Singularity,16,8,Mirage
1039,AGO,Nordavind,AGO,16,7,Mirage
1040,AGO,AGO,Illuminar,6,16,Train
1041,HellRaisers,HellRaisers,AGO,5,16,Train
1042,BIG,AGO,BIG,16,6,Dust2
1043,AGO,Nordavind,AGO,11,16,Inferno
1044,AGO,AGO,pro100,19,15,Train
1045,AGO,Nordavind,AGO,15,19,Dust2
1046,AGO,AGO,Nemiga,16,10,Vertigo
1047,Secret,Secret,AGO,16,14,Mirage
1048,HellRaisers,AGO,HellRaisers,16,5,Inferno
1049,Endpoint,Endpoint,AGO,16,10,Vertigo
1050,Nordavind,AGO,Nordavind,12,16,Mirage
