Winner,Team1,Team2,Team1_Score,Team2_Score
Sharks,Não Tem Como,Sharks,16,3
Sharks,Não Tem Como,Sharks,16,2
C4,C4,Bulldozer,8,16
DETONA,FURIA,DETONA,16,7
C4,C4,Bulldozer,3,16
Andes,C4,Andes,16,6
Virtue,FURIA,Virtue,16,4
Virtue,Virtue,FURIA,9,16
DETONA,DETONA,Andes,16,11
MFC,MFC,RTB,16,13
MFC,RTB,MFC,13,16
5POWER,EHOME,5POWER,14,16
5POWER,5POWER,EHOME,16,11
Fierce Tiger,TYLOO,Fierce Tiger,11,16
Fierce Tiger,Fierce Tiger,TYLOO,9,16
Fierce Tiger,TYLOO,Fierce Tiger,15,19
VG.Flash,VG.Flash,IMBA.SAS,16,14
IMBA.SAS,VG.Flash,IMBA.SAS,11,16
IMBA.SAS,VG.Flash,IMBA.SAS,16,6
GODSENT,GODSENT,AGO,19,17
AGO,AGO,GODSENT,16,14
AGO,GODSENT,AGO,13,16
Tempo Storm,LDLC,Tempo Storm,11,16
Tempo Storm,Tempo Storm,LDLC,16,12
MFC,MFC,Fierce Tiger,16,14
Fierce Tiger,Fierce Tiger,MFC,16,14
MFC,MFC,Fierce Tiger,9,16
VG.Flash,VG.Flash,5POWER,16,12
VG.Flash,5POWER,VG.Flash,10,16
NOBO,NOBO,Chaos,6,16
NOBO,NOBO,Chaos,16,13
Chaos,Chaos,NOBO,16,12
Kinguin,AVANGAR,Kinguin,14,16
AVANGAR,Kinguin,AVANGAR,14,16
AVANGAR,Kinguin,AVANGAR,11,16
mousesports,mousesports,Sharks,16,10
Cloud9,FaZe,Cloud9,16,3
MK,GameAgents,MK,13,16
GameAgents,GameAgents,MK,8,16
NRG,Heroic,NRG,16,6
MVP PK,Natus Vincere,MVP PK,16,7
Renegades,Renegades,Space Soldiers,7,16
Grayhound,Liquid,Grayhound,16,5
Evolution,Evolution,team7,7,16
Evolution,team7,Evolution,10,16
Evolution,team7,Evolution,16,3
WEPLAY,WEPLAY,eL'quvet,6,16
MEAT LAVKA,5balls,MEAT LAVKA,16,2
MEAT LAVKA,5balls,MEAT LAVKA,16,4
WEPLAY,WEPLAY,eL'quvet,8,16
Syman,HOLLYWOOD,Syman,16,8
HOLLYWOOD,HOLLYWOOD,Syman,16,13
OpTic,OpTic,Astralis,3,16
SK,NiP,SK,16,19
Nexus,PRIDE,Nexus,13,16
Nexus,Nexus,PRIDE,16,13
ENCE,Kinguin,ENCE,22,25
Kinguin,Kinguin,ENCE,16,10
ENCE,ENCE,Kinguin,16,12
Sharks,Cloud9,Sharks,20,22
Cloud9,Cloud9,Sharks,16,11
Cloud9,Sharks,Cloud9,1,16
FaZe,mousesports,FaZe,14,16
mousesports,FaZe,mousesports,16,4
Heroic,Heroic,Natus Vincere,16,11
Natus Vincere,Heroic,Natus Vincere,13,16
Natus Vincere,Heroic,Natus Vincere,16,19
MVP PK,MVP PK,NRG,16,10
MVP PK,MVP PK,NRG,8,16
MVP PK,NRG,MVP PK,16,2
TRS,Yeah,TRS,16,2
Furious,Coscu Army,Furious,16,9
FURIA,C4,FURIA,15,19
Coscu Army,Coscu Army,Yeah,4,16
TRS,Furious,TRS,16,4
RTB,TYLOO,RTB,16,3
TYLOO,RTB,TYLOO,12,16
EHOME,EHOME,IMBA.SAS,7,16
IMBA.SAS,IMBA.SAS,EHOME,8,16
EHOME,EHOME,IMBA.SAS,22,20
5POWER,TYLOO,5POWER,16,8
5POWER,5POWER,TYLOO,8,16
Surge,Surge,Dark Sided,3,16
Lucky7,Lucky7,STREAMLINE,16,14
ORDER,R!OT,ORDER,14,16
Surge,Dark Sided,Surge,13,16
ORDER,ORDER,R!OT,5,16
STREAMLINE,STREAMLINE,Lucky7,16,14
EHOME,EHOME,MFC,8,16
MFC,MFC,EHOME,16,12
forZe,forZe,Quantum Bellator Fire,16,11
forZe,Quantum Bellator Fire,forZe,16,9
Quantum Bellator Fire,Quantum Bellator Fire,forZe,6,16
Kinguin,Tempo Storm,Kinguin,10,16
Tempo Storm,Kinguin,Tempo Storm,16,9
Renegades,Renegades,Grayhound,16,13
Renegades,Grayhound,Renegades,10,16
NiP,NiP,OpTic,7,16
OpTic,OpTic,NiP,16,14
team7,team7,HOLLYWOOD,8,16
team7,HOLLYWOOD,team7,13,16
team7,HOLLYWOOD,team7,16,8
NOBO,AllTheStars,NOBO,16,7
NOBO,NOBO,AllTheStars,16,12
NOBO,AllTheStars,NOBO,16,6
Kinguin,ENCE,Kinguin,16,8
ENCE,Kinguin,ENCE,10,16
Heroic,Cloud9,Heroic,11,16
Cloud9,Heroic,Cloud9,16,7
Liquid,Liquid,Space Soldiers,16,11
Space Soldiers,Space Soldiers,Liquid,7,16
mousesports,mousesports,NRG,16,14
mousesports,NRG,mousesports,10,16
Astralis,Astralis,SK,16,11
Astralis,SK,Astralis,10,16
C4,C4,DETONA,16,13
DETONA,C4,DETONA,11,16
DETONA,DETONA,C4,16,12
Coscu Army,Coscu Army,Furious,16,12
Coscu Army,Furious,Coscu Army,16,4
Coscu Army,Coscu Army,Furious,6,16
VG.Flash,Fierce Tiger,VG.Flash,16,9
Fierce Tiger,VG.Flash,Fierce Tiger,12,16
TYLOO,TYLOO,MFC,16,12
MFC,MFC,TYLOO,4,16
Lucky7,Lucky7,Ground Zero,16,11
Ground Zero,Ground Zero,Lucky7,8,16
VG.Flash,VG.Flash,TYLOO,16,11
TYLOO,TYLOO,VG.Flash,9,16
Chaos,Chaos,ALTERNATE aTTaX,16,11
ALTERNATE aTTaX,Chaos,ALTERNATE aTTaX,15,19
Chaos,ALTERNATE aTTaX,Chaos,16,8
Quantum Bellator Fire,MK,Quantum Bellator Fire,14,16
MK,MK,Quantum Bellator Fire,4,16
Quantum Bellator Fire,Quantum Bellator Fire,yodelin,16,11
Space Soldiers,OpTic,Space Soldiers,16,4
Space Soldiers,Space Soldiers,OpTic,5,16
EPG,LDLC,EPG,16,8
Renegades,SK,Renegades,16,7
SK,SK,Renegades,16,11
Pompa,Playing Ducks,Pompa,16,8
Playing Ducks,Pompa,Playing Ducks,16,2
Bajini Puleni,MK,Bajini Puleni,16,6
Epsilon,Movistar Riders,Epsilon,14,16
ENCE,Envy,ENCE,10,16
Envy,ENCE,Envy,15,19
Envy,ENCE,Envy,10,16
Heroic,mousesports,Heroic,16,9
mousesports,Heroic,mousesports,14,16
Ha MaSSe,EPG,Ha MaSSe,12,16
Ha MaSSe,Ha MaSSe,EPG,16,10
Windigo,GameAgents,Windigo,12,16
WINside,WINside,HEY,16,14
HEY,HEY,WINside,16,10
WINside,WINside,HEY,6,16
Natus Vincere,Natus Vincere,FaZe,16,12
Natus Vincere,FaZe,Natus Vincere,12,16
Bpro,Bpro,Windigo,6,16
Invictus Aquilas,Windigo,Invictus Aquilas,16,3
OpTic,OpTic,SK,16,14
OpTic,SK,OpTic,16,6
SK,OpTic,SK,13,16
ALTERNATE aTTaX,AGO,ALTERNATE aTTaX,14,16
AGO,AGO,ALTERNATE aTTaX,2,16
Astralis,Liquid,Astralis,10,16
Liquid,Astralis,Liquid,16,7
FURIA,FURIA,Furious,19,17
FURIA,Furious,FURIA,15,19
DETONA,DETONA,Yeah,16,12
DETONA,DETONA,Yeah,16,14
Space Jam,Vega Squadron,Space Jam,16,5
Space Jam,Space Jam,Vega Squadron,16,14
Space Jam,Space Jam,Vega Squadron,5,16
Chaos,Chaos,ALTERNATE aTTaX,5,16
Chaos,ALTERNATE aTTaX,Chaos,16,7
CPAVKY,CPAVKY,Asterion,5,16
MeMyself&I,FriendlyFire,MeMyself&I,16,7
EURONICS,Endpoint,EURONICS,12,16
Space Jam,Chaos,Space Jam,16,19
Space Jam,Space Jam,Chaos,7,16
Space Jam,Chaos,Space Jam,15,19
Nemiga,EPG,Nemiga,16,4
Nemiga,EPG,Nemiga,16,8
Liquid,Liquid,mousesports,22,20
mousesports,mousesports,Liquid,4,16
Invictus Aquilas,Great Danes,Invictus Aquilas,14,16
Invictus Aquilas,Invictus Aquilas,Great Danes,22,19
KoN Norway,KoN Finland,KoN Norway,16,6
EURONICS,EURONICS,GameAgents,22,20
KoN Finland,KoN Denmark,KoN Finland,14,16
FaZe,FaZe,SK,16,13
SK,SK,FaZe,5,16
KoN Finland,KoN Finland,KoN Sweden,16,13
FURIA,Wild,FURIA,14,16
Wild,FURIA,Wild,16,5
LiNE5 Academy,Virtue,LiNE5 Academy,16,4
DETONA,FURIA,DETONA,16,6
DETONA,FURIA,DETONA,16,3
LiNE5 Academy,LiNE5 Academy,Virtue,3,16
Sad Story,Sad Story,TheMongolz,9,16
D13,D13,SCARZ Absolute,6,16
DPS,zxcv,DPS,16,4
MVP PK,Ignis,MVP PK,16,8
Lynn Vision,EHOME,Lynn Vision,16,6
ROAR,BTRG,ROAR,12,16
Dynasty,Dynasty,VG.Flash,6,16
zxcv,zxcv,TheMongolz,9,16
zxcv,zxcv,TheMongolz,6,16
coREA,Uniquestars,coREA,16,3
bluuuuud,FATE,bluuuuud,16,7
Ignis,Ignis,SCARZ Absolute,8,16
Ignis,SCARZ Absolute,Ignis,17,19
Ignis,Ignis,SCARZ Absolute,3,16
VG.Flash,VG.Flash,EHOME,16,11
EHOME,EHOME,VG.Flash,5,16
exDT,exDT,ex-Next Generation,8,16
NASR,ForGlory,NASR,14,16
ex-Next Generation,Uniquestars,ex-Next Generation,16,7
ex-Next Generation,Uniquestars,ex-Next Generation,13,16
Uniquestars,ex-Next Generation,Uniquestars,11,16
NASR,FATE,NASR,16,8
FATE,FATE,NASR,16,12
Gambit,Torqued,Gambit,19,22
Vega Squadron,Vega Squadron,EPG,16,14
EPG,EPG,Vega Squadron,6,16
North,North,Imperial,16,14
yodelin,MeMyself&I,yodelin,16,2
MeMyself&I,MeMyself&I,yodelin,16,10
GODSENT,GODSENT,AGO,16,11
HellRaisers,Envy,HellRaisers,16,3
EURONICS,EURONICS,Vega Squadron,16,10
EURONICS,Vega Squadron,EURONICS,11,16
Gambit,GODSENT,Gambit,16,8
Liquid,Liquid,Natus Vincere,16,14
Liquid,Liquid,Natus Vincere,16,10
Envy,North,Envy,16,8
CPAVKY,CPAVKY,Endpoint,9,16
CPAVKY,Endpoint,CPAVKY,16,9
FaZe,Astralis,FaZe,16,3
FaZe,FaZe,Astralis,6,16
Swole Patrol,Swole Patrol,eUnited,7,16
eUnited,eUnited,Swole Patrol,16,10
TheMongolz,SCARZ Absolute,TheMongolz,15,19
TheMongolz,SCARZ Absolute,TheMongolz,16,9
TheMongolz,SCARZ Absolute,TheMongolz,16,6
Torqued,Torqued,AGO,8,16
AGO,Torqued,AGO,11,16
Imperial,Imperial,HellRaisers,5,16
Imperial,HellRaisers,Imperial,16,3
HOLLYWOOD,pro100,HOLLYWOOD,16,8
pro100,HOLLYWOOD,pro100,12,16
Windigo Academy,HEY,Windigo Academy,11,16
Windigo Academy,Windigo Academy,HEY,16,13
dpe,dpe,WEPLAY,16,14
dpe,dpe,WEPLAY,9,16
WEPLAY,dpe,WEPLAY,10,16
RAVE,RAVE,ch114u,8,16
RAVE,RAVE,ch114u,19,17
RAVE,RAVE,ch114u,4,16
Evolution,RUNUP,Evolution,11,16
RUNUP,Evolution,RUNUP,11,16
RUNUP,Evolution,RUNUP,14,16
ALTERNATE aTTaX,ALTERNATE aTTaX,Envy,16,14
Envy,ALTERNATE aTTaX,Envy,16,6
Gambit,AGO,Gambit,16,9
Gambit,AGO,Gambit,13,16
Gambit,AGO,Gambit,14,16
Asterion,MeMyself&I,Asterion,14,16
MeMyself&I,MeMyself&I,Asterion,16,13
Asterion,MeMyself&I,Asterion,13,16
AVANGAR,AVANGAR,LDLC,16,13
AVANGAR,LDLC,AVANGAR,16,8
AVANGAR,LDLC,AVANGAR,17,19
mixLAN,Quantum Bellator Fire,mixLAN,16,5
Quantum Bellator Fire,mixLAN,Quantum Bellator Fire,1,16
Shooting Stars,Shooting Stars,Atlants,5,16
Shooting Stars,Shooting Stars,Atlants,6,16
ch114u,WEPLAY,ch114u,16,6
ch114u,ch114u,WEPLAY,16,14
ch114u,WEPLAY,ch114u,10,16
Windigo Academy,Windigo Academy,RUNUP,9,16
RUNUP,RUNUP,Windigo Academy,16,13
Envy,Envy,HellRaisers,6,16
Envy,HellRaisers,Envy,16,2
Shooting Stars,Shooting Stars,mixLAN,16,10
Quantum Bellator Fire,Quantum Bellator Fire,Atlants,7,16
Quantum Bellator Fire,Atlants,Quantum Bellator Fire,14,16
Quantum Bellator Fire,Quantum Bellator Fire,Atlants,16,13
Endpoint,EURONICS,Endpoint,11,16
Endpoint,EURONICS,Endpoint,16,2
Endpoint,EURONICS,Endpoint,16,2
AllTheStars,Japaleno,AllTheStars,16,9
AllTheStars,Japaleno,AllTheStars,16,9
Property,Property,Great Danes,16,12
Property,Property,Great Danes,16,13
Não Tem Como,Não Tem Como,Amaterasu,16,0
W7M,W7M,FURIA,9,16
Isurus,Isurus,Virtue,16,13
20matar,DETONA,20matar,10,16
Uniquestars,Uniquestars,FATE,16,13
Uniquestars,Uniquestars,FATE,6,16
Uniquestars,Uniquestars,FATE,16,11
Astralis,Astralis,Liquid,16,1
Astralis,Liquid,Astralis,14,16
Liquid,Astralis,Liquid,14,16
Astralis,Liquid,Astralis,12,16
DESTRUCTORS,DESTRUCTORS,Movistar Riders,8,16
DESTRUCTORS,DESTRUCTORS,Movistar Riders,7,16
Japaleno,Property,Japaleno,17,19
Japaleno,Japaleno,Property,16,11
EURONICS,Asterion,EURONICS,11,16
Asterion,Asterion,EURONICS,16,11
EURONICS,EURONICS,Asterion,16,11
Não Tem Como,Não Tem Como,20matar,16,12
20matar,Não Tem Como,20matar,16,3
FURIA,Isurus,FURIA,11,16
Isurus,Isurus,FURIA,6,16
FURIA,FURIA,Não Tem Como,9,16
FURIA,FURIA,Não Tem Como,8,16
gloryUS,Andes,gloryUS,16,8
gloryUS,gloryUS,Andes,8,16
Gambit,North,Gambit,13,16
North,North,Gambit,16,11
Gambit,Gambit,North,5,16
Dark Sided,Galactica,Dark Sided,14,16
Dark Sided,Dark Sided,Surge,16,11
GODSENT,GODSENT,HellRaisers,4,16
GODSENT,HellRaisers,GODSENT,16,8
pro100,Sprout,pro100,16,2
Sprout,pro100,Sprout,20,22
North,HellRaisers,North,12,16
HellRaisers,HellRaisers,North,9,16
GameAgents,GameAgents,Valiance,7,16
Valiance,Bajini Puleni,Valiance,10,16
EURONICS,SJ,EURONICS,14,16
SJ,EURONICS,SJ,16,9
ALTERNATE aTTaX,ALTERNATE aTTaX,EPG,16,14
ALTERNATE aTTaX,EPG,ALTERNATE aTTaX,16,4
ALTERNATE aTTaX,EPG,ALTERNATE aTTaX,11,16
Valiance,Valiance,Nexus,16,11
Nemiga,Space Jam,Nemiga,13,16
Space Jam,Nemiga,Space Jam,19,22
Space Jam,Space Jam,Nemiga,16,14
Invictus Aquilas,Bpro,Invictus Aquilas,16,4
FURIA,TEAMMATE,FURIA,12,16
Dynasty,Dynasty,Coscu Army,6,16
C4,C4,Yeah,8,16
gloryUS,gloryUS,Malvinas,8,16
Coscu Army,DETONA,Coscu Army,12,16
Bulldozer,Furious,Bulldozer,21,25
AVANGAR,AVANGAR,Kinguin,16,14
Kinguin,Kinguin,AVANGAR,9,16
forZe,forZe,Quantum Bellator Fire,16,14
Quantum Bellator Fire,Quantum Bellator Fire,forZe,7,16
seadoggs,seadoggs,Corvidae,16,14
Vega Squadron,HOLLYWOOD,Vega Squadron,14,16
Vega Squadron,Vega Squadron,HOLLYWOOD,16,12
EPG,EPG,Space Jam,16,12
EPG,Space Jam,EPG,10,16
PRIDE,Epsilon,PRIDE,16,5
Epsilon,Epsilon,PRIDE,7,16
MAKEMiSTAKE,MAKEMiSTAKE,WINside,16,13
WINside,MAKEMiSTAKE,WINside,10,16
WINside,WINside,MAKEMiSTAKE,19,16
INCRED-C,Atlants,INCRED-C,16,6
INCRED-C,Atlants,INCRED-C,16,3
HEY,FLuffy Gangsters,HEY,16,19
FLuffy Gangsters,FLuffy Gangsters,HEY,19,16
HEY,HEY,FLuffy Gangsters,5,16
dreamteam,5balls,dreamteam,16,4
5balls,dreamteam,5balls,1,16
forZe,forZe,pro100,6,16
pro100,forZe,pro100,17,19
EPG,Quantum Bellator Fire,EPG,16,8
Quantum Bellator Fire,Quantum Bellator Fire,EPG,16,12
EnVyUs Academy,EnVyUs Academy,Property,16,12
Property,Property,EnVyUs Academy,16,10
EnVyUs Academy,Property,EnVyUs Academy,11,16
Asterion,iGame.com,Asterion,13,16
Ha MaSSe,Nexus,Ha MaSSe,16,9
Nexus,Ha MaSSe,Nexus,16,6
DETONA,DETONA,FURIA,3,16
C4,Bulldozer,C4,13,16
Kazek,Furious,Kazek,16,4
Coscu Army,TEAMMATE,Coscu Army,14,16
Squirtle Squad,Vikings,Squirtle Squad,13,16
F1-racecar-PEEK,The Pioneers,F1-racecar-PEEK,13,16
HEY,HEY,Andes,9,16
Furious,Yeah,Furious,16,9
Prospects,Clutch Solutions,Prospects,12,16
1UP,1UP,Tainted Minds,4,16
baldkrew,TRIDENT,baldkrew,16,8
Recca,ArkAngel,Recca,14,16
Recca,Recca,ArkAngel,16,14
Legacy,Legacy,STREAMLINE,16,14
pro100,pro100,Quantum Bellator Fire,7,16
Quantum Bellator Fire,Quantum Bellator Fire,pro100,16,13
Virtus.pro,AVANGAR,Virtus.pro,16,3
AVANGAR,AVANGAR,Virtus.pro,3,16
AVANGAR,AVANGAR,Virtus.pro,16,13
1UP,TRIDENT,1UP,16,6
BOOT-d S ,BOOT-d S ,MVP PK,6,16
BOOT-d S ,BOOT-d S ,MVP PK,16,13
BOOT-d S ,BOOT-d S ,MVP PK,16,10
Quantum Bellator Fire,HOLLYWOOD,Quantum Bellator Fire,11,16
HOLLYWOOD,HOLLYWOOD,Quantum Bellator Fire,16,12
Quantum Bellator Fire,HOLLYWOOD,Quantum Bellator Fire,16,6
WINside,FLuffy Gangsters,WINside,16,7
WINside,FLuffy Gangsters,WINside,16,7
Atlants,Atlants,5balls,19,17
5balls,Atlants,5balls,13,16
Atlants,5balls,Atlants,15,19
Gambit,Gambit,SK,16,14
SK,SK,Gambit,19,17
SK,Gambit,SK,14,16
PRIDE,PRIDE,Singularity,6,16
Kinguin,Kinguin,Royal Bandits,16,12
Japaleno,Asterion,Japaleno,12,16
EPG,EPG,Vega Squadron,3,16
EPG,EPG,Vega Squadron,9,16
Singularity,Tricked,Singularity,20,22
Coscu Army,FURIA,Coscu Army,16,2
Bulldozer,Yeah,Bulldozer,16,3
DETONA,DETONA,TEAMMATE,2,16
Malvinas,Coscu Army,Malvinas,10,16
Furious,Furious,C4,16,12
FURIA,Yeah,FURIA,13,16
gloryUS,gloryUS,Dynasty,16,10
Gorilla Gang,Bravado,Gorilla Gang,16,5
Prospects,Born,Prospects,16,7
Yeah,FURIA,Yeah,10,16
Ground Zero,Chiefs,Ground Zero,16,2
Conspiracy,ORDER,Conspiracy,16,4
Recca,Recca,BOOT-d S ,3,16
Recca,Recca,BOOT-d S ,8,16
Ground Zero,baldkrew,Ground Zero,13,16
Surge,Grayhound,Surge,16,7
seadoggs,ORDER,seadoggs,16,7
Chiefs,Chiefs,Corvidae,16,12
HOLLYWOOD,HOLLYWOOD,forZe,22,20
forZe,HOLLYWOOD,forZe,16,9
STREAMLINE,Conspiracy,STREAMLINE,12,16
VG.Flash,TYLOO,VG.Flash,16,3
VG.Flash,VG.Flash,TYLOO,16,12
VG.Flash,VG.Flash,TYLOO,7,16
SK,AVANGAR,SK,16,7
AVANGAR,AVANGAR,SK,9,16
AVANGAR,SK,AVANGAR,16,6
AVANGAR,SK,AVANGAR,16,3
Spirit,Spirit,Playing Ducks,19,15
Playing Ducks,Playing Ducks,Spirit,19,17
Invictus Aquilas,Nexus,Invictus Aquilas,16,7
GODSENT,GODSENT,Epsilon,16,14
Movistar Riders,Movistar Riders,Valiance,5,16
Pompa,Pompa,Spirit,2,16
Pompa,Pompa,Spirit,4,16
SJ,Royal Bandits,SJ,16,7
GameAgents,Nexus,GameAgents,12,16
pro100,pro100,HOLLYWOOD,22,18
pro100,HOLLYWOOD,pro100,11,16
Bpro,Bpro,Bajini Puleni,7,16
Epsilon,Epsilon,EURONICS,16,12
Virtue,Virtue,Isurus,16,11
eUnited,Luminosity,eUnited,16,6
Luminosity,eUnited,Luminosity,23,25
Playing Ducks,x-kom,Playing Ducks,16,5
Playing Ducks,x-kom,Playing Ducks,16,6
Virtue,Isurus,Virtue,16,5
C4,C4,Coscu Army,16,10
C4,Coscu Army,C4,14,16
Renegades,Renegades,Luminosity,16,14
Renegades,Luminosity,Renegades,22,25
TEAMMATE,Furious,TEAMMATE,21,25
TEAMMATE,TEAMMATE,Furious,16,12
HEY,Kazek,HEY,13,16
ex-eRa,F1-racecar-PEEK,ex-eRa,12,16
Really Old People,Really Old People,XFORCE,16,12
ex-Atmosphere,ex-Atmosphere,Dignitas,7,16
MDL Jammers,MDL Jammers,Freedom 35,5,16
Forty Six and 2,Forty Six and 2,Clutch Solutions,9,16
Really Old People,Really Old People,Fam143,16,13
Gambit,Valiance,Gambit,14,16
Gambit,Valiance,Gambit,10,16
North,North,WASD,16,14
North,WASD,North,23,25
Heroic,Heroic,Virtus.pro,16,12
Virtus.pro,Virtus.pro,Heroic,16,14
Virtus.pro,Heroic,Virtus.pro,1,16
Space Soldiers,HellRaisers,Space Soldiers,14,16
Space Soldiers,Space Soldiers,HellRaisers,7,16
Space Soldiers,Space Soldiers,HellRaisers,5,16
VG.Flash,VG.Flash,BOOT-d S ,5,16
BOOT-d S ,BOOT-d S ,VG.Flash,16,11
HellRaisers,HellRaisers,Gambit,16,14
Gambit,HellRaisers,Gambit,16,3
North,North,Virtus.pro,19,16
North,Virtus.pro,North,16,5
Virtus.pro,North,Virtus.pro,16,6
BOOT-d S ,BOOT-d S ,TYLOO,16,1
TYLOO,TYLOO,BOOT-d S ,16,12
BOOT-d S ,BOOT-d S ,TYLOO,19,17
TYLOO,TYLOO,BOOT-d S ,3,16
Kingpins,Kingpins,demise,7,16
Kingpins,Kingpins,demise,7,16
5balls,HOLLYWOOD,5balls,17,19
5balls,HOLLYWOOD,5balls,16,4
5balls,HOLLYWOOD,5balls,10,16
Heroic,Heroic,WASD,6,16
Heroic,WASD,Heroic,17,19
WASD,Heroic,WASD,16,2
Valiance,Space Soldiers,Valiance,11,16
Space Soldiers,Valiance,Space Soldiers,14,16
Valiance,Space Soldiers,Valiance,16,6
Entelechy,Riddle,Entelechy,12,16
Entelechy,Entelechy,Riddle,8,16
Entelechy,Entelechy,Riddle,25,22
KoN Norway,KoN Denmark,KoN Norway,16,9
Chaos,Chaos,SJ,16,13
SJ,SJ,Chaos,2,16
KoN Denmark,KoN Sweden,KoN Denmark,16,7
Luminosity,Luminosity,eUnited,9,16
Luminosity,eUnited,Luminosity,16,7
OpTic,Renegades,OpTic,16,7
Renegades,OpTic,Renegades,11,16
KoN Finland,KoN Sweden,KoN Finland,16,9
OpTic,OpTic,eUnited,16,13
eUnited,eUnited,OpTic,7,16
TEAMMATE,TEAMMATE,FURIA,6,16
TEAMMATE,FURIA,TEAMMATE,16,7
OpTic,OpTic,Renegades,6,16
Renegades,Renegades,OpTic,7,16
OpTic,OpTic,Renegades,9,16
C4,Yeah,C4,16,5
C4,Yeah,C4,10,16
C4,Yeah,C4,16,6
ORDER,ORDER,Grayhound,19,17
Yilmazzz,Yilmazzz,POP4ZITS,6,16
STREAMLINE,AVANT,STREAMLINE,11,16
Tainted Minds,Tainted Minds,Dark Sided,16,0
1337HUANIA,1337HUANIA,MALCO,19,16
1337HUANIA,MALCO,1337HUANIA,11,16
Heroic,Gambit,Heroic,16,7
Heroic,Heroic,Gambit,7,16
Virtus.pro,Space Soldiers,Virtus.pro,16,9
Virtus.pro,Virtus.pro,Space Soldiers,8,16
Skinlordz,WORTEX,Skinlordz,12,16
WORTEX,Skinlordz,WORTEX,16,6
Space Soldiers,Gambit,Space Soldiers,16,2
HellRaisers,North,HellRaisers,16,9
HellRaisers,HellRaisers,North,4,16
Gambit,Gambit,Space Soldiers,8,16
Gambit,Space Soldiers,Gambit,11,16
eXposed,The Eternal Hunters,eXposed,14,16
The Eternal Hunters,eXposed,The Eternal Hunters,13,16
eXposed,The Eternal Hunters,eXposed,16,8
Spirit,Vega Squadron,Spirit,12,16
Vega Squadron,Vega Squadron,Spirit,8,16
1337HUANIA,Skinlordz,1337HUANIA,16,19
1337HUANIA,1337HUANIA,Skinlordz,19,16
PRIMORDIAL,Pyrsos,PRIMORDIAL,10,16
Pyrsos,PRIMORDIAL,Pyrsos,16,6
demise,demise,Entelechy,16,12
Entelechy,Entelechy,demise,8,16
FURIA,Isurus,FURIA,11,16
JOGANET,Yeah,JOGANET,16,5
Bulldozer,Ex-Rejected,Bulldozer,17,19
LiNE5,Sharks,LiNE5,16,9
Tainted Minds,ORDER,Tainted Minds,14,16
ORDER,ORDER,Tainted Minds,8,16
STREAMLINE,POP4ZITS,STREAMLINE,16,8
POP4ZITS,STREAMLINE,POP4ZITS,12,16
Tainted Minds,POP4ZITS,Tainted Minds,14,16
POP4ZITS,Tainted Minds,POP4ZITS,16,4
ArkAngel,Signature,ArkAngel,16,3
Signature,ArkAngel,Signature,16,7
ArkAngel,ArkAngel,Signature,9,16
Mineski,5POWER,Mineski,16,3
Mineski,Mineski,5POWER,8,16
BOOT-d S ,BOOT-d S ,BDO,16,10
BDO,BDO,BOOT-d S ,5,16
Bigetron,Devious ,Bigetron,14,16
Bigetron,Bigetron,Devious ,8,16
Devious ,Devious ,Bigetron,16,11
5balls,5balls,twwin,16,13
5balls,twwin,5balls,10,16
Windigo Academy,Windigo Academy,PUGSTAR5,22,19
PUGSTAR5,Windigo Academy,PUGSTAR5,16,9
Evolution,Syman,Evolution,17,19
Syman,Syman,Evolution,16,12
Evolution,Syman,Evolution,16,8
HD,Defining Stars,HD,14,16
HD,HD,Defining Stars,8,16
HD,Defining Stars,HD,14,16
Hator.CZ,WINside,Hator.CZ,17,19
WINside,Hator.CZ,WINside,11,16
WINside,Hator.CZ,WINside,13,16
Trust,Trust,Spawn,6,16
Trust,Trust,Spawn,19,16
Spawn,Trust,Spawn,16,7
5POWER,5POWER,BOOT-d S ,16,13
BOOT-d S ,5POWER,BOOT-d S ,12,16
5POWER,5POWER,BOOT-d S ,25,22
Signature,Signature,Devious ,16,10
Signature,Devious ,Signature,13,16
Syman,Windigo Academy,Syman,10,16
Windigo Academy,Syman,Windigo Academy,16,6
AVANGAR,pro100,AVANGAR,11,16
pro100,AVANGAR,pro100,12,16
AVANGAR,AVANGAR,pro100,16,10
Scratch,Scratch,ex-Spotnet,8,16
Scratch,ex-Spotnet,Scratch,16,8
5balls,5balls,WINside,19,15
WINside,WINside,5balls,16,12
WINside,WINside,5balls,8,16
Defusekids,Defusekids,Sector One,16,0
Defusekids,Sector One,Defusekids,12,16
HEXAGONE,HD,HEXAGONE,13,16
HEXAGONE,HEXAGONE,HD,19,16
The Eternal Hunters,The Eternal Hunters,PRIMORDIAL,9,16
PRIMORDIAL,PRIMORDIAL,The Eternal Hunters,16,11
LAMIF,NOBO,LAMIF,10,16
NOBO,NOBO,LAMIF,16,11
LAMIF,NOBO,LAMIF,16,9
ClaqueT,ClaqueT,x0x0x0,16,14
x0x0x0,ClaqueT,x0x0x0,13,16
ClaqueT,ClaqueT,x0x0x0,2,16
Blink,Blink,Rush Middle East,2,16
Rush Middle East,Blink,Rush Middle East,14,16
AVANGAR,AVANGAR,Spirit,2,16
AVANGAR,AVANGAR,Spirit,6,16
ALTERNATE aTTaX,Movistar Riders,ALTERNATE aTTaX,17,19
Movistar Riders,ALTERNATE aTTaX,Movistar Riders,16,8
